Student_ID,Age,Gender,Study_Hours_Per_Day,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Usage_Hours,Sleep_Hours,Extra_Curricular,Family_Income,Teacher_Rating,Performance_Level
12110,20,Female,2.5,81.6,2,96.2,11.0,4.4,No,High,4.9,Medium
12111,16,Male,6.5,86.3,20,33.9,10.2,7.7,Yes,Medium,3.7,High
12112,21,Male,8.3,80.7,11,51.9,9.9,4.6,Yes,High,4.7,High
12113,22,Male,8.3,98.3,4,79.2,11.7,5.0,No,Medium,2.8,High
12114,20,Male,9.4,80.7,12,80.2,1.8,4.0,No,High,1.0,Excellent
12115,16,Female,6.7,61.3,20,69.7,1.7,5.6,Yes,Medium,2.7,Excellent
12116,21,Male,0.7,74.6,6,35.0,5.8,8.6,Yes,Low,3.6,Low
12117,20,Male,4.1,91.8,0,89.9,11.0,8.9,Yes,Low,1.3,Medium
12118,21,Male,1.6,66.3,16,74.4,6.9,9.7,No,Medium,4.6,High
12119,22,Female,7.9,86.9,12,83.1,11.3,8.9,Yes,High,1.2,High
12120,22,Female,1.6,89.3,10,57.0,2.7,5.3,Yes,High,3.7,Medium
12121,17,Female,1.5,96.7,16,47.0,9.1,7.1,Yes,Low,1.8,Medium
12122,18,Male,0.8,70.1,12,80.4,4.5,7.5,Yes,High,2.6,Medium
12123,21,Male,9.6,63.0,3,87.1,8.4,4.8,No,Medium,1.8,High
12124,18,Male,8.0,75.4,4,86.9,5.7,6.6,Yes,Low,1.2,High
12125,17,Female,3.7,99.7,13,80.2,4.3,5.8,Yes,Low,3.6,High
12126,19,Female,4.1,95.1,15,39.7,10.4,8.5,Yes,Low,1.2,Medium
12127,20,Male,1.1,64.2,5,45.5,5.3,4.5,Yes,High,2.3,Low
12128,24,Male,2.0,59.8,1,65.0,3.5,5.7,No,Medium,2.6,Medium
12129,18,Female,3.5,73.8,12,65.5,2.7,4.6,No,High,1.9,High
12130,18,Male,4.2,58.3,17,64.2,2.9,6.8,No,Medium,3.6,High
12131,21,Male,6.4,87.9,3,87.8,6.7,5.1,Yes,Medium,3.3,High
12132,20,Male,3.8,51.8,15,38.8,1.6,4.6,No,Medium,3.5,Medium
12133,21,Female,9.6,61.2,3,85.5,1.8,8.0,Yes,Medium,3.3,Excellent
12134,22,Male,3.8,50.9,15,31.6,6.0,9.1,Yes,Medium,4.6,Medium
12135,18,Female,9.4,61.3,20,52.6,8.7,5.2,Yes,High,4.5,Excellent
12136,20,Male,7.4,52.6,16,43.8,8.6,4.7,No,Medium,2.6,High
12137,23,Female,9.0,83.7,2,66.9,10.9,8.0,Yes,Medium,2.3,High
12138,19,Female,7.2,78.5,5,66.7,6.6,4.3,No,Medium,4.7,High
12139,17,Female,5.9,60.7,18,65.5,3.4,5.4,Yes,Low,2.6,High
12140,19,Male,5.3,60.3,1,50.2,9.8,5.8,Yes,Low,2.0,Medium
12141,17,Male,3.3,64.6,13,66.5,2.6,9.5,No,Medium,3.4,High
12142,18,Male,3.3,89.9,2,79.4,8.4,6.1,Yes,Medium,3.3,Medium
12143,19,Female,2.6,57.5,6,57.6,8.7,7.2,Yes,Medium,1.2,Low
12144,19,Female,4.2,56.1,10,95.0,3.1,8.6,No,Medium,3.4,High
12145,24,Male,1.7,75.4,14,34.8,1.6,9.1,Yes,High,4.7,Medium
12146,21,Female,4.2,93.2,17,99.1,3.1,4.6,No,Medium,2.2,Excellent
12147,24,Female,8.4,61.2,3,83.3,9.7,8.5,No,Low,1.6,High
12148,19,Male,8.8,55.3,2,71.5,10.2,8.5,No,Medium,2.5,High
12149,24,Female,6.6,74.6,15,44.2,3.9,9.3,Yes,Low,1.1,High
12150,24,Male,2.9,86.6,7,73.9,6.7,8.6,Yes,Medium,2.0,Medium
12151,21,Male,2.8,80.9,7,86.1,1.6,4.8,Yes,High,1.2,High
12152,20,Female,3.1,70.9,3,47.8,3.1,5.8,No,Medium,3.8,Medium
12153,18,Male,5.3,52.0,15,32.8,7.2,6.5,Yes,Medium,2.0,Medium
12154,20,Female,9.8,65.0,3,61.0,3.6,4.7,No,Medium,3.6,High
12155,18,Male,1.5,96.0,5,51.3,1.6,4.7,No,Medium,4.3,Medium
12156,20,Male,5.3,61.1,5,50.0,10.8,8.7,No,Medium,3.3,Medium
12157,20,Male,7.0,80.7,17,80.7,3.6,5.0,No,Medium,4.3,Excellent
12158,17,Male,2.8,95.4,11,40.4,9.5,9.4,No,Medium,4.7,Medium
12159,24,Male,9.7,74.4,7,75.6,5.6,5.3,Yes,Low,1.7,Excellent
12160,22,Male,3.8,72.3,13,34.3,8.8,6.9,Yes,Low,2.0,Medium
12161,21,Male,9.4,57.1,6,94.4,4.9,5.3,Yes,High,1.1,High
12162,20,Female,6.2,99.0,1,71.0,7.6,9.6,Yes,High,2.3,High
12163,19,Male,0.5,58.8,7,95.2,8.2,7.3,No,Medium,1.1,Medium
12164,23,Male,3.5,74.1,10,90.8,2.4,7.4,No,High,2.9,High
12165,17,Female,0.7,58.6,16,90.9,10.7,9.2,No,Medium,4.2,Medium
12166,23,Female,4.1,67.4,9,38.4,4.9,4.9,Yes,High,2.6,Medium
12167,16,Male,9.4,94.2,6,78.7,9.7,4.5,Yes,Low,3.8,Excellent
12168,16,Female,7.9,82.2,5,58.0,7.1,9.8,No,Medium,1.9,High
12169,18,Male,6.4,50.5,8,62.1,3.0,9.5,No,Medium,2.2,High
12170,20,Male,5.6,98.3,18,49.5,4.9,5.5,No,Medium,4.0,High
12171,21,Female,4.0,89.2,4,39.8,1.9,7.6,Yes,Medium,2.8,Medium
12172,19,Female,2.5,99.9,4,51.4,4.0,8.2,No,Medium,1.3,Medium
12173,22,Male,1.1,88.1,2,68.5,3.3,9.6,Yes,Low,1.2,Medium
12174,22,Female,2.3,88.2,3,58.7,4.0,5.3,Yes,Low,3.3,Medium
12175,17,Male,3.8,85.0,11,79.3,9.8,8.7,No,Medium,1.7,High
12176,17,Male,5.4,71.2,5,88.7,1.9,5.1,Yes,Low,2.0,High
12177,17,Female,2.4,65.7,20,44.8,8.0,7.4,Yes,Medium,4.6,Medium
12178,17,Male,9.8,76.3,9,33.9,4.9,5.2,Yes,Medium,3.8,High
12179,24,Female,1.2,58.9,7,99.4,6.3,5.8,Yes,Medium,1.2,Medium
12180,20,Female,1.4,86.1,16,91.8,3.3,7.2,No,High,2.9,High
12181,23,Female,7.0,99.9,5,48.6,11.5,5.9,No,Medium,3.9,High
12182,20,Male,7.7,80.0,4,41.4,8.3,10.0,No,High,3.2,High
12183,20,Male,9.7,92.8,9,96.6,3.2,7.9,Yes,Low,2.3,Excellent
12184,16,Male,5.5,58.6,11,46.3,6.4,9.0,Yes,Medium,1.3,Medium
12185,21,Female,2.1,91.3,13,45.5,2.7,5.2,Yes,Medium,4.3,High
12186,19,Male,9.4,95.4,2,37.7,11.0,4.8,Yes,High,2.4,High
12187,18,Female,9.8,91.9,19,50.2,6.2,5.7,No,High,2.3,Excellent
12188,21,Female,9.3,81.4,3,88.9,1.8,8.9,Yes,Medium,3.0,Excellent
12189,17,Male,8.8,96.3,3,69.9,2.7,5.2,Yes,Medium,1.9,Excellent
12190,23,Female,1.2,98.1,7,36.4,6.5,5.5,No,Medium,1.7,Low
12191,16,Male,8.6,90.8,3,97.7,3.2,8.5,No,Medium,1.7,Excellent
12192,24,Female,9.6,77.4,18,67.8,8.8,8.8,Yes,Low,4.6,Excellent
12193,23,Male,5.7,91.8,14,59.2,5.7,7.3,Yes,Medium,3.3,High
12194,16,Female,7.8,68.6,12,84.9,7.2,4.9,Yes,Medium,4.9,Excellent
12195,24,Female,6.8,67.3,4,69.2,7.8,9.0,Yes,Medium,2.8,High
12196,17,Male,3.2,67.4,14,92.7,11.4,7.5,No,High,1.3,Medium
12197,18,Male,6.1,60.0,17,79.2,11.3,9.6,Yes,Low,4.7,High
12198,17,Male,8.9,81.1,4,76.8,5.1,5.2,Yes,Low,2.6,High
12199,23,Male,5.2,83.1,17,53.6,10.9,4.9,No,Medium,1.4,High
12200,17,Male,6.1,93.0,9,99.3,11.9,5.4,Yes,Low,3.3,High
12201,17,Female,5.5,84.7,17,75.6,10.7,5.1,No,Medium,2.8,High
12202,16,Female,3.2,89.0,6,60.9,1.6,8.8,Yes,Medium,1.7,Medium
12203,22,Male,6.6,84.4,9,40.3,4.6,4.6,No,Low,4.2,High
12204,17,Male,5.3,84.9,3,68.9,2.2,8.9,No,Medium,1.2,High
12205,20,Female,2.7,67.0,8,76.6,8.5,7.9,No,Medium,3.3,Medium
12206,20,Female,9.0,98.3,12,56.0,4.8,9.5,Yes,Medium,2.0,Excellent
12207,18,Male,9.5,81.9,15,34.5,3.1,6.8,No,High,4.0,Excellent
12208,18,Male,1.0,79.4,12,85.9,3.3,5.6,No,Low,3.3,High
12209,18,Male,6.4,92.4,2,75.8,5.1,9.4,Yes,Medium,1.6,High
12210,21,Female,4.4,71.0,14,77.9,7.6,4.0,Yes,High,1.6,High
12211,19,Female,5.5,54.8,16,47.2,8.5,9.5,No,Low,4.7,High
12212,18,Female,4.1,62.0,2,39.1,1.2,7.7,Yes,Low,4.5,Medium
12213,17,Female,5.0,90.4,2,61.6,11.8,5.0,Yes,Low,3.4,Medium
12214,18,Male,3.6,86.6,18,46.9,1.4,5.8,No,Low,4.8,High
12215,19,Male,1.6,55.9,3,84.7,11.8,7.5,Yes,High,2.0,Low
12216,21,Male,3.4,53.5,2,67.2,4.0,4.6,Yes,Low,1.7,Medium
12217,19,Female,6.9,81.1,20,39.2,10.8,4.3,No,Medium,4.9,High
12218,23,Female,1.0,96.9,15,43.7,10.7,7.1,No,High,4.0,Medium
12219,18,Male,4.1,58.7,18,92.1,6.3,4.2,No,Medium,1.3,High
12220,18,Male,0.9,77.5,5,74.2,9.3,8.6,Yes,Low,2.9,Medium
12221,18,Female,3.9,90.6,16,58.0,8.3,8.2,Yes,High,3.2,High
12222,23,Male,1.3,76.4,3,80.5,10.0,9.6,No,Medium,2.4,Medium
12223,19,Male,3.7,67.6,16,86.6,7.1,9.0,No,Medium,4.4,High
12224,16,Female,8.5,89.5,1,38.0,4.7,4.4,Yes,Medium,4.7,High
12225,17,Male,6.3,88.6,18,88.9,5.6,5.2,Yes,Medium,2.6,Excellent
12226,17,Female,7.0,91.5,20,96.3,2.5,5.2,Yes,High,1.1,Excellent
12227,18,Male,5.3,97.3,8,36.3,4.2,6.7,No,High,4.3,High
12228,21,Male,9.3,57.5,2,52.7,11.6,7.3,Yes,Low,1.1,Medium
12229,23,Male,5.6,67.0,12,41.8,5.7,6.8,Yes,Medium,4.3,High
12230,16,Female,1.5,99.3,17,60.1,8.8,5.4,No,High,3.0,Medium
12231,24,Female,9.4,79.7,19,45.4,4.4,9.5,No,High,2.9,Excellent
12232,16,Female,1.8,83.5,14,55.4,8.9,4.2,Yes,High,2.5,Medium
12233,17,Female,10.0,94.2,1,46.9,6.2,4.2,No,High,4.1,High
12234,18,Male,4.6,84.6,20,30.3,9.7,8.6,Yes,High,4.1,High
12235,22,Female,1.2,84.2,11,31.3,5.4,5.7,No,High,4.7,Medium
12236,24,Male,8.7,55.2,6,66.0,11.6,8.5,Yes,Medium,4.4,High
12237,18,Male,1.4,75.3,10,66.0,3.0,5.8,Yes,High,3.7,Medium
12238,23,Male,2.2,83.7,14,32.5,6.6,7.4,No,Medium,1.7,Medium
12239,24,Male,4.5,90.4,6,79.0,2.8,9.2,Yes,Low,1.0,High
12240,22,Male,6.9,70.7,7,31.9,3.9,5.1,Yes,Medium,2.8,Medium
12241,19,Male,1.7,56.2,11,64.1,6.7,8.3,No,Low,3.3,Medium
12242,19,Male,6.4,68.3,5,57.7,2.9,8.9,Yes,Low,2.3,High
12243,19,Female,7.9,71.5,13,91.8,2.2,9.8,No,Medium,4.0,Excellent
12244,21,Male,1.7,87.6,4,70.4,10.3,5.1,Yes,Low,2.6,Medium
12245,19,Female,6.7,51.0,3,87.6,5.0,7.0,Yes,Low,3.8,High
12246,20,Male,9.6,69.3,3,99.9,8.8,5.8,Yes,Medium,4.0,Excellent
12247,24,Female,9.7,72.4,8,42.4,6.3,6.6,Yes,Low,1.9,High
12248,22,Male,2.0,77.5,14,34.4,9.2,4.4,No,Medium,3.7,Medium
12249,23,Female,7.7,98.5,17,84.2,3.9,9.4,Yes,Low,4.8,Excellent
12250,20,Male,8.5,87.0,6,74.2,2.1,5.9,No,Medium,2.4,Excellent
12251,20,Female,8.9,61.1,19,74.4,6.7,9.9,No,Medium,2.5,Excellent
12252,22,Female,3.6,81.7,15,52.1,8.0,6.6,Yes,Low,1.3,Medium
12253,23,Female,3.1,67.3,10,37.2,11.4,6.1,Yes,Low,4.7,Medium
12254,24,Male,1.0,90.6,3,80.5,9.5,7.0,No,High,4.3,Medium
12255,17,Male,4.3,58.6,7,68.0,10.6,4.8,Yes,High,3.0,Medium
12256,18,Female,1.7,57.2,2,65.1,9.0,9.1,Yes,Low,2.3,Low
12257,17,Female,8.0,55.1,20,81.5,11.9,8.8,Yes,High,2.5,High
12258,22,Male,1.9,77.2,4,99.2,9.1,8.9,No,High,1.4,Medium
12259,17,Male,8.3,56.2,2,81.8,8.2,6.5,No,Low,1.2,High
12260,17,Male,1.5,52.1,19,95.4,4.5,6.2,Yes,Medium,4.6,High
12261,17,Male,5.1,66.6,8,57.9,3.7,9.8,Yes,Medium,4.4,High
12262,19,Male,4.2,89.9,2,92.9,4.1,7.4,No,Medium,4.9,High
12263,16,Female,6.2,57.8,9,80.9,1.3,9.3,No,Medium,3.6,High
12264,17,Female,5.4,67.9,16,56.0,3.6,5.6,Yes,Medium,3.5,High
12265,18,Female,6.2,71.8,20,65.6,4.1,7.3,Yes,Low,2.8,Excellent
12266,22,Female,0.5,93.8,20,44.2,1.9,8.0,No,Medium,2.6,Medium
12267,16,Male,1.7,73.8,10,35.7,1.1,4.6,No,Medium,2.1,Medium
12268,21,Male,5.4,75.6,8,62.7,6.5,9.3,Yes,Medium,4.3,High
12269,18,Female,2.7,62.7,10,99.5,3.0,6.7,Yes,Medium,1.1,High
12270,18,Male,1.2,83.4,6,90.9,3.6,8.8,Yes,Medium,2.8,Medium
12271,19,Male,2.6,51.3,0,31.2,11.8,8.8,Yes,Medium,2.0,Low
12272,19,Female,7.9,98.2,13,97.9,2.6,8.1,Yes,Medium,3.4,Excellent
12273,22,Female,5.6,74.9,10,62.8,1.5,6.3,Yes,Medium,2.5,High
12274,18,Male,2.3,53.1,13,42.5,10.1,7.4,No,Medium,4.0,Medium
12275,23,Female,0.7,78.0,17,94.0,4.0,8.8,Yes,Medium,1.9,High
12276,23,Male,3.9,75.7,8,94.7,6.6,4.6,Yes,Medium,2.2,High
12277,22,Female,3.9,62.0,11,89.3,10.2,8.9,No,Medium,2.4,Medium
12278,17,Male,7.5,60.4,13,73.5,6.6,5.7,Yes,Low,3.5,High
12279,20,Female,9.2,63.5,11,46.6,10.8,6.3,No,Low,3.4,High
12280,21,Male,4.0,56.5,2,46.9,8.3,5.7,No,Low,4.6,Medium
12281,19,Male,7.0,76.6,8,97.6,7.8,9.9,No,Medium,1.1,High
12282,20,Male,6.5,93.9,15,49.5,9.3,8.3,Yes,High,2.6,High
12283,24,Female,4.5,96.2,20,59.6,3.4,10.0,Yes,Low,1.0,High
12284,22,Male,1.1,97.6,3,82.7,2.9,4.6,Yes,Medium,3.4,Medium
12285,17,Male,5.0,80.0,20,87.6,10.2,9.8,No,Low,2.3,High
12286,16,Female,3.9,81.1,12,58.8,10.9,5.4,Yes,Medium,1.2,Medium
12287,17,Female,5.7,65.5,17,57.7,2.8,4.1,No,Medium,3.5,High
12288,18,Male,1.7,94.3,7,55.0,6.8,5.3,No,Medium,4.4,Medium
12289,17,Male,7.4,74.4,7,57.2,2.9,5.1,No,High,4.4,High
12290,18,Female,8.0,64.0,15,83.1,1.3,8.5,Yes,Medium,4.2,Excellent
12291,24,Female,4.2,98.3,12,34.3,6.5,8.0,No,High,2.8,Medium
12292,19,Male,2.2,85.3,1,86.0,7.6,6.1,Yes,Medium,1.1,Medium
12293,24,Male,6.4,73.2,20,45.0,6.2,5.1,Yes,Medium,3.4,High
12294,18,Female,9.6,53.4,12,41.3,9.6,6.2,No,Medium,4.7,High
12295,16,Male,7.2,57.0,17,38.5,3.5,9.8,Yes,Medium,2.3,High
12296,20,Male,1.7,59.8,18,46.5,11.1,5.8,No,Medium,1.1,Medium
12297,17,Male,4.3,95.1,3,88.4,7.2,8.1,Yes,Medium,2.6,High
12298,19,Female,9.2,98.6,3,67.7,6.9,6.0,No,Medium,5.0,Excellent
12299,17,Female,6.5,63.3,20,48.8,6.0,8.8,No,High,3.4,High
12300,17,Male,1.9,74.9,1,43.0,3.4,7.5,Yes,Medium,3.9,Medium
12301,18,Male,7.4,89.6,8,83.9,4.1,8.0,No,Medium,3.5,Excellent
12302,20,Male,3.9,69.2,8,65.4,7.1,4.2,No,Low,2.6,Medium
12303,19,Female,5.2,74.6,20,38.4,9.2,8.4,Yes,Medium,2.3,High
12304,17,Male,4.4,94.4,3,56.3,2.5,5.6,No,Low,3.6,High
12305,17,Female,7.4,60.4,15,61.1,6.7,7.9,No,Medium,3.3,High
12306,21,Male,2.6,99.7,7,54.8,1.3,6.5,No,Medium,4.1,High
12307,22,Female,4.2,72.8,6,48.6,3.0,5.9,No,Medium,3.4,Medium
12308,21,Male,7.6,62.9,12,53.0,9.8,6.1,No,Low,2.0,High
12309,22,Female,7.2,94.6,4,81.7,4.0,4.7,Yes,Medium,1.3,High
12310,16,Female,2.4,53.8,7,96.7,4.1,4.8,No,Low,2.4,Medium
12311,21,Male,3.8,82.1,20,31.8,6.8,4.7,Yes,Low,3.2,High
12312,18,Female,0.6,53.1,1,73.9,5.1,8.0,Yes,High,1.5,Low
12313,16,Male,5.5,97.3,15,35.1,10.3,5.7,No,High,3.9,High
12314,23,Female,3.2,82.0,17,44.2,6.0,9.8,Yes,High,3.9,High
12315,19,Male,0.6,69.9,9,68.1,10.4,8.9,No,Low,1.7,Low
12316,23,Female,4.5,71.2,8,85.6,1.1,6.1,No,Low,4.6,High
12317,19,Female,9.3,58.3,14,60.5,9.9,7.1,No,Medium,4.2,High
12318,19,Male,9.3,68.0,2,91.6,1.3,8.7,No,High,3.6,Excellent
12319,19,Female,4.0,95.2,14,80.1,10.6,4.9,No,Low,1.8,High
12320,21,Male,4.8,90.3,12,43.6,11.5,5.1,No,Medium,2.5,Medium
12321,24,Male,2.8,83.1,0,78.0,10.7,6.3,No,Medium,2.4,Medium
12322,20,Male,1.1,98.4,14,52.3,10.8,7.1,No,Medium,2.8,Medium
12323,23,Female,7.1,78.7,8,83.7,7.1,4.8,Yes,Medium,3.9,High
12324,23,Female,8.1,58.8,6,46.1,11.4,6.8,Yes,High,2.0,Medium
12325,19,Female,8.9,85.7,17,40.1,2.3,5.2,Yes,Medium,4.6,Excellent
12326,24,Male,9.4,79.6,7,74.6,2.2,9.3,No,Medium,2.4,Excellent
12327,24,Male,9.2,71.8,14,73.2,4.0,9.6,Yes,Low,4.9,Excellent
12328,20,Female,0.8,57.3,13,70.1,7.0,8.4,No,Low,1.5,Medium
12329,21,Male,9.8,83.9,5,47.0,2.8,4.8,Yes,Medium,3.5,Excellent
12330,20,Female,4.1,72.2,13,44.4,10.7,8.1,Yes,Medium,4.3,Medium
12331,18,Female,8.9,78.9,3,93.9,3.9,7.2,No,Medium,3.4,Excellent
12332,23,Male,4.7,65.8,20,67.3,11.1,9.1,Yes,Medium,3.4,High
12333,24,Male,4.5,57.8,15,58.5,4.1,6.3,Yes,Medium,3.6,High
12334,19,Male,0.6,68.0,13,87.4,2.5,9.9,No,High,4.0,High
12335,24,Male,1.0,92.6,16,33.6,9.2,8.8,Yes,Medium,3.0,Medium
12336,24,Female,6.9,58.0,15,77.3,1.6,5.2,Yes,Medium,4.2,Excellent
12337,22,Male,9.4,73.6,1,40.3,9.6,8.0,No,Medium,3.3,High
12338,23,Male,2.6,64.9,0,45.8,11.3,7.1,No,Medium,3.9,Low
12339,18,Male,1.4,98.1,14,74.8,3.5,8.4,No,High,2.4,High
12340,20,Female,2.5,54.2,8,49.6,9.9,6.3,No,Medium,1.2,Low
12341,18,Male,2.5,62.3,12,84.5,11.1,4.1,Yes,Medium,2.8,Medium
12342,22,Male,3.3,72.5,16,66.3,4.6,6.3,No,Low,1.4,High
12343,21,Female,1.4,62.4,2,52.6,9.6,7.9,No,Medium,3.1,Low
12344,18,Female,2.7,85.3,5,90.5,2.1,4.8,No,High,1.2,High
12345,24,Female,9.3,68.5,8,74.0,10.5,9.6,Yes,Low,2.4,High
12346,16,Male,9.0,89.0,8,59.5,6.1,6.0,Yes,Medium,4.0,Excellent
12347,18,Female,3.5,77.6,19,61.7,3.7,7.5,No,High,5.0,High
12348,22,Female,10.0,71.3,16,48.8,6.8,4.7,Yes,Low,2.0,Excellent
12349,18,Male,3.3,68.2,8,37.6,3.8,4.1,No,High,1.5,Medium
12350,18,Male,7.4,61.1,1,51.2,9.8,7.1,Yes,Medium,3.7,Medium
12351,17,Female,6.6,62.6,14,48.5,4.5,6.8,No,Medium,2.0,High
12352,24,Male,1.1,58.8,9,53.5,1.8,10.0,Yes,High,1.1,Medium
12353,19,Male,3.8,92.6,9,62.8,1.4,8.9,Yes,Medium,4.9,High
12354,21,Female,9.5,77.4,3,34.4,3.9,8.2,No,Medium,4.6,High
12355,17,Male,1.0,74.1,6,37.4,6.9,7.8,No,High,1.8,Low
12356,24,Male,2.2,66.1,1,81.1,8.0,9.7,No,Medium,3.1,Medium
12357,22,Female,9.7,75.8,8,42.8,6.6,9.4,No,High,4.3,High
12358,20,Female,0.9,94.1,4,53.7,8.7,4.6,Yes,Low,4.6,Medium
12359,22,Male,4.7,92.8,9,74.6,8.5,5.9,Yes,Low,3.4,High
12360,19,Female,9.2,80.0,8,98.4,7.3,5.3,No,Medium,2.3,Excellent
12361,22,Female,9.5,76.5,7,39.3,8.5,8.0,Yes,Medium,3.9,High
12362,17,Male,9.8,61.3,2,83.0,10.5,9.1,Yes,Low,2.0,High
12363,22,Male,5.1,84.6,18,64.4,1.4,9.7,No,Low,2.5,High
12364,19,Male,1.3,92.7,17,36.6,10.2,10.0,No,Medium,3.6,Medium
12365,19,Female,7.8,65.3,13,41.8,4.9,9.2,No,Medium,1.8,High
12366,16,Female,7.2,71.8,10,78.6,4.4,6.0,Yes,High,3.8,Excellent
12367,18,Male,6.0,55.3,1,91.6,10.5,5.2,Yes,Low,3.6,Medium
12368,20,Male,8.9,92.9,20,30.8,7.7,5.6,No,Low,4.0,Excellent
12369,20,Male,9.2,54.9,1,45.6,1.6,8.2,Yes,Medium,3.9,High
12370,17,Male,7.0,85.2,14,55.1,3.1,7.9,Yes,Low,3.1,High
12371,19,Female,1.6,59.3,17,99.2,11.3,9.0,Yes,Medium,3.1,Medium
12372,16,Female,1.4,86.7,15,75.7,5.5,5.6,Yes,Low,4.6,High
12373,24,Female,4.4,82.1,1,55.3,4.0,7.4,No,High,3.9,Medium
12374,16,Female,3.3,84.5,12,44.1,3.2,9.4,No,Low,4.4,High
12375,21,Female,1.8,81.8,19,45.9,7.1,4.4,Yes,Medium,1.3,Medium
12376,22,Female,6.3,69.8,6,33.5,11.6,6.2,No,Medium,1.6,Medium
12377,18,Male,7.0,81.0,8,99.6,2.5,4.5,Yes,Low,4.6,Excellent
12378,16,Female,7.1,61.7,18,98.8,3.6,8.5,No,Low,2.3,Excellent
12379,22,Female,2.2,63.7,1,30.8,6.5,4.3,Yes,High,2.6,Low
12380,18,Female,3.4,53.3,0,49.0,3.4,9.7,Yes,High,4.2,Medium
12381,21,Female,2.4,80.6,20,31.4,12.0,9.0,No,Low,3.2,Medium
12382,21,Male,6.2,92.0,7,51.1,5.5,4.3,Yes,Low,4.2,High
12383,19,Male,5.9,68.9,18,93.1,5.8,8.9,No,Medium,2.8,Excellent
12384,21,Female,5.3,60.4,20,91.2,3.4,4.7,Yes,High,2.6,Excellent
12385,19,Male,3.3,91.2,8,77.9,9.8,8.2,Yes,High,4.3,High
12386,23,Male,2.8,82.2,0,99.1,6.1,8.2,No,Medium,4.1,High
12387,24,Male,9.0,94.7,16,82.2,8.1,9.8,No,Medium,2.5,Excellent
12388,17,Male,1.0,50.3,19,46.9,2.9,6.7,Yes,High,4.7,Medium
12389,22,Female,6.7,70.1,16,88.4,2.4,8.5,No,Medium,3.2,Excellent
12390,24,Female,0.7,95.0,6,65.6,7.2,7.4,Yes,Low,3.3,Medium
12391,24,Female,2.3,83.8,2,65.3,3.0,9.9,Yes,Medium,2.9,Medium
12392,20,Female,3.3,73.4,15,88.3,6.7,7.0,Yes,High,4.7,High
12393,16,Female,8.9,70.7,20,67.4,12.0,9.6,Yes,High,3.3,Excellent
12394,21,Male,1.8,94.8,1,52.9,5.9,6.4,Yes,High,2.7,Medium
12395,23,Female,9.4,91.6,4,95.0,1.3,5.1,No,Medium,4.0,Excellent
12396,16,Female,8.2,50.6,4,35.1,8.0,6.3,Yes,High,1.4,Medium
12397,17,Male,7.0,56.1,8,76.0,3.8,6.7,No,Low,3.3,High
12398,16,Male,4.4,75.6,14,85.0,11.3,7.9,No,Medium,4.4,High
12399,20,Female,9.1,55.7,20,33.6,3.6,7.7,No,High,5.0,Excellent
12400,17,Male,5.5,63.7,15,46.4,11.3,5.1,Yes,Low,1.8,Medium
12401,19,Female,4.0,91.7,17,45.6,1.2,4.8,Yes,Low,1.4,High
12402,16,Male,6.1,69.3,18,92.2,11.8,7.1,No,High,1.6,High
12403,22,Female,2.7,72.5,5,75.5,4.0,4.4,Yes,Medium,1.8,Medium
12404,23,Female,3.1,58.7,16,45.2,9.6,7.7,No,Low,4.9,Medium
12405,20,Female,9.2,80.1,20,93.7,6.1,7.7,Yes,Low,2.1,Excellent
12406,17,Female,8.0,56.0,13,47.1,5.1,5.2,Yes,Low,3.7,High
12407,23,Male,5.4,81.5,15,76.3,11.5,9.7,Yes,High,4.2,High
12408,16,Female,4.5,87.3,1,61.7,11.4,7.4,Yes,Medium,1.8,Medium
12409,22,Female,8.2,93.7,17,36.8,7.6,10.0,Yes,Medium,2.3,High
12410,16,Female,5.9,79.1,17,82.7,11.3,4.3,Yes,Medium,1.1,High
12411,21,Female,4.4,66.6,2,52.9,9.7,8.5,No,Medium,1.1,Medium
12412,21,Male,5.4,92.6,13,55.2,5.0,5.5,No,High,4.4,High
12413,20,Male,2.7,79.8,17,45.0,10.9,7.1,No,Low,4.9,Medium
12414,17,Female,2.4,67.9,18,86.3,4.9,4.6,Yes,High,3.4,High
12415,17,Female,9.9,66.1,2,41.2,11.4,4.9,Yes,Low,3.7,High
12416,24,Male,9.7,66.0,6,45.3,6.7,5.9,No,Low,2.3,High
12417,20,Female,4.5,52.8,2,58.5,9.1,8.7,Yes,High,4.5,Medium
12418,20,Female,5.4,55.1,5,40.4,8.0,8.9,Yes,Medium,3.9,Medium
12419,22,Male,8.4,54.5,11,37.9,9.1,5.1,No,High,4.4,High
12420,21,Male,7.4,65.6,15,66.5,3.0,4.8,Yes,Medium,2.4,High
12421,17,Male,1.4,73.7,19,96.7,10.8,9.7,Yes,Medium,1.9,High
12422,16,Female,4.1,57.4,4,86.1,10.0,8.3,Yes,Medium,1.3,Medium
12423,20,Female,2.9,91.4,10,42.4,7.9,4.8,Yes,Low,3.5,Medium
12424,19,Female,9.9,53.3,12,71.1,3.3,4.5,No,Medium,1.6,Excellent
12425,18,Female,7.6,97.3,11,85.5,7.3,6.3,Yes,Low,4.4,Excellent
12426,17,Male,1.0,53.7,15,40.1,5.8,4.7,Yes,High,1.4,Low
12427,17,Male,9.1,94.7,14,35.7,1.2,8.3,Yes,High,1.9,Excellent
